model_instance_id,sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,remote_compute_time_sec,communication_overhead_sec,communication_overhead_ratio,path,entry_worker_id,terminal_worker_id,assigned_partition_id,worker1_compute_time_sec,worker2_compute_time_sec,worker3_compute_time_sec
model_0,0,1,0.8526294231414795,8,8,1,0,0.9940168857574463,0.2115771770477295,0.64105224609375,0.751853300736231,worker1,worker1,worker1,0,0.2115771770477295,0.0,0.0
model_0,1,1,0.3028597831726074,2,2,1,0,0.7128378748893738,0.21811413764953613,0.08474564552307129,0.27981808821005666,worker1,worker1,worker1,0,0.21811413764953613,0.0,0.0
model_0,2,1,1.0897889137268066,9,9,1,0,0.9993035793304443,0.21230196952819824,0.8774869441986084,0.8051898245118145,worker1,worker1,worker1,0,0.21230196952819824,0.0,0.0
model_0,3,1,0.29509997367858887,3,3,1,0,0.9662051796913147,0.21107888221740723,0.08402109146118164,0.28472076907974947,worker1,worker1,worker1,0,0.21107888221740723,0.0,0.0
model_0,4,1,0.3053605556488037,9,9,1,0,0.9957351684570312,0.22147345542907715,0.08388710021972656,0.2747149187015674,worker1,worker1,worker1,0,0.22147345542907715,0.0,0.0
model_0,5,1,0.8063383102416992,5,5,1,0,0.8298124670982361,0.21162199974060059,0.5947163105010986,0.7375518475896711,worker1,worker1,worker1,0,0.21162199974060059,0.0,0.0
model_0,6,1,0.5536367893218994,8,8,1,0,0.9992904663085938,0.21700191497802734,0.33663487434387207,0.6080428194740929,worker1,worker1,worker1,0,0.21700191497802734,0.0,0.0
model_0,7,1,0.49268126487731934,4,4,1,0,0.8909593820571899,0.2119278907775879,0.28075337409973145,0.5698478795812152,worker1,worker1,worker1,0,0.2119278907775879,0.0,0.0
model_0,8,1,0.3002359867095947,3,3,1,0,0.7457201480865479,0.21595406532287598,0.08428192138671875,0.28071891817632444,worker1,worker1,worker1,0,0.21595406532287598,0.0,0.0
model_0,9,1,0.4938652515411377,9,9,1,0,0.8346641659736633,0.21309852600097656,0.28076672554016113,0.568508767652737,worker1,worker1,worker1,0,0.21309852600097656,0.0,0.0
model_0,10,1,1.0890374183654785,4,4,1,0,0.9681211113929749,0.21158385276794434,0.8774535655975342,0.8057147998775765,worker1,worker1,worker1,0,0.21158385276794434,0.0,0.0
model_0,11,1,0.29657959938049316,2,2,1,0,0.8047633171081543,0.21230816841125488,0.08427143096923828,0.2841443954515674,worker1,worker1,worker1,0,0.21230816841125488,0.0,0.0
model_0,12,1,0.7045516967773438,2,2,1,1,0.6845847368240356,0.35762524604797363,0.3469264507293701,0.4924073738183157,worker1,worker1,worker1,0,0.35762524604797363,0.0,0.0
model_0,13,1,0.6864633560180664,5,5,1,0,0.682589590549469,0.21416735649108887,0.47229599952697754,0.6880134174482397,worker1,worker1,worker1,0,0.21416735649108887,0.0,0.0
model_0,14,1,0.5587944984436035,8,8,1,0,0.9899862408638,0.21374082565307617,0.34505367279052734,0.6174965461392279,worker1,worker1,worker1,0,0.21374082565307617,0.0,0.0
model_0,15,1,0.8137938976287842,5,5,1,0,0.7964020371437073,0.21421194076538086,0.5995819568634033,0.7367737195012801,worker1,worker1,worker1,0,0.21421194076538086,0.0,0.0
model_0,16,1,0.6510913372039795,5,5,1,1,0.816558301448822,0.35643625259399414,0.29465508460998535,0.4525556827024305,worker1,worker1,worker1,0,0.35643625259399414,0.0,0.0
model_0,17,1,0.7575304508209229,2,2,1,0,0.5299599170684814,0.21035432815551758,0.5471761226654053,0.7223156799471755,worker1,worker1,worker1,0,0.21035432815551758,0.0,0.0
