sample_index,batch_size,inference_time_sec,predicted_class,true_class,correct,exit_id
0,1,0.34810590744018555,4,4,1,
1,1,0.31815218925476074,9,9,1,
2,1,0.31224679946899414,7,7,1,
3,1,0.3180217742919922,4,4,1,
4,1,0.3101677894592285,9,9,1,
5,1,0.31451845169067383,7,7,1,
6,1,0.3118095397949219,9,1,0,
7,1,0.31972837448120117,9,9,1,
8,1,0.3093383312225342,4,4,1,
9,1,0.31972169876098633,4,8,0,
10,1,0.31042027473449707,8,8,1,
11,1,0.3106095790863037,9,9,1,
12,1,0.31947779655456543,3,5,0,
13,1,0.31682896614074707,3,3,1,
14,1,0.3113105297088623,8,8,1,
15,1,0.3111872673034668,5,5,1,
16,1,0.3102126121520996,8,8,1,
17,1,0.3103172779083252,1,1,1,
18,1,0.315349817276001,2,2,1,
19,1,0.3079533576965332,0,6,0,
20,1,0.31463050842285156,6,3,0,
21,1,0.31842994689941406,1,1,1,
22,1,0.31099581718444824,9,9,1,
23,1,0.32095980644226074,7,7,1,
24,1,0.3107309341430664,8,8,1,
25,1,0.3140225410461426,5,5,1,
26,1,0.3108711242675781,8,8,1,
27,1,0.31379151344299316,3,3,1,
28,1,0.31253910064697266,1,1,1,
29,1,0.31988954544067383,6,6,1,
30,1,0.31516218185424805,9,9,1,
31,1,0.3104417324066162,8,8,1,
32,1,0.3137686252593994,9,9,1,
33,1,0.3180105686187744,5,5,1,
34,1,0.3145442008972168,0,0,1,
35,1,0.31650590896606445,3,4,0,
36,1,0.31265687942504883,4,6,0,
37,1,0.31886744499206543,9,9,1,
38,1,0.31175732612609863,4,4,1,
39,1,0.3182363510131836,1,1,1,
40,1,0.31122565269470215,9,9,1,
41,1,0.31406235694885254,4,4,1,
42,1,0.3204991817474365,5,5,1,
43,1,0.3173041343688965,9,9,1,
44,1,0.31017637252807617,3,3,1,
45,1,0.31563544273376465,0,0,1,
46,1,0.31686854362487793,8,8,1,
47,1,0.309192419052124,6,6,1,
48,1,0.3201169967651367,3,3,1,
49,1,0.31703901290893555,2,2,1,
50,1,0.3117399215698242,2,2,1,
51,1,0.3191108703613281,3,3,1,
52,1,0.31225013732910156,8,1,0,
53,1,0.310899019241333,3,3,1,
54,1,0.3182563781738281,5,5,1,
55,1,0.3113749027252197,8,8,1,
56,1,0.30951380729675293,7,9,0,
57,1,0.3175384998321533,5,5,1,
58,1,0.3138887882232666,4,3,0,
59,1,0.310314416885376,0,0,1,
60,1,0.3155958652496338,0,0,1,
61,1,0.3160741329193115,0,0,1,
62,1,0.31423139572143555,5,5,1,
63,1,0.32062411308288574,7,7,1,
64,1,0.3102850914001465,2,2,1,
65,1,0.3172624111175537,4,4,1,
66,1,0.31308722496032715,8,8,1,
67,1,0.3161482810974121,1,1,1,
68,1,0.31594061851501465,8,0,0,
69,1,0.32023167610168457,3,3,1,
70,1,0.31775474548339844,3,5,0,
71,1,0.32025885581970215,2,2,1,
72,1,0.31148719787597656,0,0,1,
73,1,0.31485772132873535,7,7,1,
74,1,0.3165314197540283,9,9,1,
75,1,0.3151252269744873,3,3,1,
76,1,0.3220481872558594,4,4,1,
77,1,0.3172905445098877,8,8,1,
78,1,0.311126708984375,2,2,1,
79,1,0.31987929344177246,9,9,1,
80,1,0.31197333335876465,8,8,1,
81,1,0.31641435623168945,0,0,1,
82,1,0.31797361373901367,4,4,1,
83,1,0.3178083896636963,5,7,0,
84,1,0.31113409996032715,7,5,0,
85,1,0.31984972953796387,2,5,0,
86,1,0.3181040287017822,3,3,1,
87,1,0.3184070587158203,8,8,1,
88,1,0.31224608421325684,3,1,0,
89,1,0.3090019226074219,4,4,1,
90,1,0.3141930103302002,2,2,1,
91,1,0.31661486625671387,3,3,1,
92,1,0.31371068954467773,1,1,1,
93,1,0.3172948360443115,8,8,1,
94,1,0.3223581314086914,3,3,1,
95,1,0.3212583065032959,6,6,1,
96,1,0.32617831230163574,5,5,1,
97,1,0.3197157382965088,2,2,1,
98,1,0.3152658939361572,5,5,1,
99,1,0.3249695301055908,2,2,1,
100,1,0.3200521469116211,0,0,1,
101,1,0.32182931900024414,4,3,0,
102,1,0.32015347480773926,0,0,1,
103,1,0.315631628036499,9,9,1,
104,1,0.3180725574493408,9,1,0,
105,1,0.3262791633605957,0,1,0,
106,1,0.3187086582183838,7,7,1,
107,1,0.323899507522583,4,4,1,
108,1,0.31648731231689453,7,7,1,
109,1,0.32178235054016113,6,4,0,
110,1,0.3195216655731201,5,5,1,
111,1,0.31728148460388184,2,2,1,
112,1,0.3221747875213623,2,2,1,
113,1,0.31475043296813965,7,7,1,
114,1,0.32443904876708984,0,0,1,
115,1,0.32229161262512207,0,0,1,
116,1,0.3229939937591553,8,6,0,
117,1,0.32132601737976074,7,7,1,
118,1,0.31574082374572754,8,1,0,
119,1,0.3235025405883789,5,5,1,
120,1,0.3199610710144043,5,5,1,
121,1,0.3190326690673828,5,2,0,
122,1,0.32527947425842285,1,1,1,
123,1,0.32080507278442383,0,0,1,
124,1,0.3156893253326416,8,8,1,
125,1,0.3200368881225586,6,6,1,
126,1,0.31671905517578125,8,8,1,
127,1,0.32272934913635254,4,5,0,
128,1,0.31946730613708496,3,3,1,
129,1,0.3229389190673828,8,8,1,
130,1,0.3164839744567871,0,0,1,
131,1,0.3260338306427002,5,5,1,
132,1,0.3180217742919922,1,1,1,
133,1,0.32147812843322754,9,1,0,
134,1,0.323444128036499,9,0,0,
135,1,0.3236258029937744,8,8,1,
136,1,0.32363462448120117,0,0,1,
