model_instance_id,sample_index,batch_size,inference_time_sec,predicted_class,true_class,correct,exit_id,confidence,remote_compute_time_sec,communication_overhead_sec,communication_overhead_ratio,path,entry_worker_id,terminal_worker_id,assigned_partition_id,worker1_compute_time_sec,worker2_compute_time_sec,worker3_compute_time_sec
model_0,0,1,0.7202410697937012,0,0,1,1,0.9926257729530334,0.5392160415649414,0.18102502822875977,0.2513394970389717,worker1,worker1,worker1,0,0.5392160415649414,0.0,0.0
model_0,1,1,0.8795044422149658,2,2,1,2,0.5345557332038879,0.7133936882019043,0.16611075401306152,0.18886857875865196,worker1->worker2,worker1,worker2,0,0.5402543544769287,0.17313933372497559,0.0
model_0,2,1,0.5398039817810059,9,9,1,0,0.9796095490455627,0.36694788932800293,0.17285609245300293,0.32022011375812576,worker1,worker1,worker1,0,0.36694788932800293,0.0,0.0
model_0,3,1,0.47873425483703613,7,7,1,0,0.9921424388885498,0.38507938385009766,0.09365487098693848,0.1956301853077531,worker1,worker1,worker1,0,0.38507938385009766,0.0,0.0
model_0,4,1,0.4700746536254883,6,6,1,0,0.8051875829696655,0.3793659210205078,0.09070873260498047,0.19296665307389396,worker1,worker1,worker1,0,0.3793659210205078,0.0,0.0
model_0,5,1,0.6662395000457764,6,6,1,1,0.8898371458053589,0.5718703269958496,0.09436917304992676,0.14164451829025868,worker1,worker1,worker1,0,0.5718703269958496,0.0,0.0
model_0,6,1,0.48251795768737793,4,5,0,0,0.9560789465904236,0.385897159576416,0.09662079811096191,0.2002429061377282,worker1,worker1,worker1,0,0.385897159576416,0.0,0.0
model_0,7,1,0.5239114761352539,7,7,1,0,0.9607855677604675,0.35876011848449707,0.16515135765075684,0.31522760079437745,worker1,worker1,worker1,0,0.35876011848449707,0.0,0.0
model_0,8,1,0.6746888160705566,1,1,1,1,0.9882937669754028,0.5818052291870117,0.09288358688354492,0.1376687810307967,worker1,worker1,worker1,0,0.5818052291870117,0.0,0.0
model_0,9,1,0.5109050273895264,1,1,1,0,0.9585636258125305,0.3490428924560547,0.16186213493347168,0.31681452766379625,worker1,worker1,worker1,0,0.3490428924560547,0.0,0.0
model_0,10,1,0.9217309951782227,4,4,1,2,0.8942907452583313,0.6873307228088379,0.23440027236938477,0.2543044267748227,worker1->worker2,worker1,worker2,0,0.5214190483093262,0.16591167449951172,0.0
model_0,11,1,0.6810364723205566,2,2,1,1,0.8778849840164185,0.506659984588623,0.1743764877319336,0.2560457403078061,worker1,worker1,worker1,0,0.506659984588623,0.0,0.0
model_0,12,1,0.5070912837982178,8,0,0,0,0.7416041493415833,0.34752535820007324,0.15956592559814453,0.3146690363182009,worker1,worker1,worker1,0,0.34752535820007324,0.0,0.0
model_0,13,1,0.6585700511932373,8,8,1,1,0.903340220451355,0.5545110702514648,0.10405898094177246,0.15800745987952544,worker1,worker1,worker1,0,0.5545110702514648,0.0,0.0
model_0,14,1,0.8449749946594238,3,4,0,2,0.9906754493713379,0.694227933883667,0.15074706077575684,0.17840416784938948,worker1->worker2,worker1,worker2,0,0.543093204498291,0.15113472938537598,0.0
model_0,15,1,0.68302321434021,1,1,1,1,0.9922768473625183,0.5692188739776611,0.11380434036254883,0.16661855405966267,worker1,worker1,worker1,0,0.5692188739776611,0.0,0.0
model_0,16,1,0.4575614929199219,1,1,1,0,0.9999858140945435,0.3656744956970215,0.09188699722290039,0.20081890334897914,worker1,worker1,worker1,0,0.3656744956970215,0.0,0.0
model_0,17,1,0.48906779289245605,2,4,0,0,0.5716055631637573,0.37695956230163574,0.11210823059082031,0.22922840600029543,worker1,worker1,worker1,0,0.37695956230163574,0.0,0.0
model_0,18,1,0.44544553756713867,9,9,1,0,0.9574810266494751,0.3553156852722168,0.09012985229492188,0.20233641308245742,worker1,worker1,worker1,0,0.3553156852722168,0.0,0.0
model_0,19,1,0.5413239002227783,8,8,1,0,0.9888613820075989,0.37534308433532715,0.16598081588745117,0.3066201507436543,worker1,worker1,worker1,0,0.37534308433532715,0.0,0.0
model_0,20,1,0.7104377746582031,2,2,1,1,0.708611786365509,0.5460517406463623,0.16438603401184082,0.2313869558680606,worker1,worker1,worker1,0,0.5460517406463623,0.0,0.0
model_0,21,1,0.4921875,8,8,1,0,0.9525033235549927,0.3663976192474365,0.12578988075256348,0.2555730910528274,worker1,worker1,worker1,0,0.3663976192474365,0.0,0.0
model_0,22,1,0.6931145191192627,8,8,1,1,0.8619253039360046,0.5215151309967041,0.1715993881225586,0.24757725222753826,worker1,worker1,worker1,0,0.5215151309967041,0.0,0.0
model_0,23,1,0.5066070556640625,9,9,1,0,0.8581838607788086,0.3769371509552002,0.1296699047088623,0.2559575577542845,worker1,worker1,worker1,0,0.3769371509552002,0.0,0.0
model_0,24,1,0.6852405071258545,6,6,1,1,0.8205158710479736,0.5709519386291504,0.1142885684967041,0.1667860660720008,worker1,worker1,worker1,0,0.5709519386291504,0.0,0.0
model_0,25,1,0.4637889862060547,0,0,1,0,0.9772828221321106,0.3748171329498291,0.08897185325622559,0.19183692563302202,worker1,worker1,worker1,0,0.3748171329498291,0.0,0.0
model_0,26,1,0.7155284881591797,2,2,1,1,0.8304580450057983,0.5493919849395752,0.1661365032196045,0.23218712597596117,worker1,worker1,worker1,0,0.5493919849395752,0.0,0.0
model_0,27,1,0.5043511390686035,9,9,1,0,0.9621953964233398,0.36933159828186035,0.13501954078674316,0.26770939991547704,worker1,worker1,worker1,0,0.36933159828186035,0.0,0.0
model_0,28,1,0.5156452655792236,2,2,1,0,0.7931398749351501,0.34381794929504395,0.1718273162841797,0.33322775899273754,worker1,worker1,worker1,0,0.34381794929504395,0.0,0.0
model_0,29,1,0.7208995819091797,9,9,1,1,0.9079498052597046,0.5440506935119629,0.1768488883972168,0.24531695236784942,worker1,worker1,worker1,0,0.5440506935119629,0.0,0.0
model_0,30,1,0.46907663345336914,8,8,1,0,0.8743783831596375,0.37682294845581055,0.0922536849975586,0.19667081755571933,worker1,worker1,worker1,0,0.37682294845581055,0.0,0.0
model_0,31,1,0.673102617263794,4,4,1,1,0.9679613709449768,0.5843198299407959,0.08878278732299805,0.1319008202403162,worker1,worker1,worker1,0,0.5843198299407959,0.0,0.0
model_0,32,1,0.6850600242614746,3,5,0,1,0.765330970287323,0.5494565963745117,0.1356034278869629,0.19794386343466686,worker1,worker1,worker1,0,0.5494565963745117,0.0,0.0
model_0,33,1,0.4630248546600342,4,4,1,0,0.8292231559753418,0.3717179298400879,0.09130692481994629,0.1971965951741109,worker1,worker1,worker1,0,0.3717179298400879,0.0,0.0
model_0,34,1,0.7167654037475586,3,1,0,1,0.7001277804374695,0.5572564601898193,0.15950894355773926,0.22253995899321832,worker1,worker1,worker1,0,0.5572564601898193,0.0,0.0
model_0,35,1,0.5138492584228516,9,9,1,0,0.9501902461051941,0.3420090675354004,0.17184019088745117,0.33441751266680275,worker1,worker1,worker1,0,0.3420090675354004,0.0,0.0
model_0,36,1,0.47091174125671387,2,2,1,0,0.9709251523017883,0.3797721862792969,0.09113955497741699,0.1935385062478894,worker1,worker1,worker1,0,0.3797721862792969,0.0,0.0
model_0,37,1,0.7033989429473877,7,7,1,1,0.8863346576690674,0.5435876846313477,0.15981125831604004,0.22719860460181768,worker1,worker1,worker1,0,0.5435876846313477,0.0,0.0
