model_instance_id,sample_index,batch_size,inference_time_sec,predicted_class,true_class,correct,exit_id,confidence,remote_compute_time_sec,communication_overhead_sec,communication_overhead_ratio,path,entry_worker_id,terminal_worker_id,assigned_partition_id,worker1_compute_time_sec,worker2_compute_time_sec,worker3_compute_time_sec
model_0,0,1,0.48996901512145996,4,4,1,1,0.9969582557678223,0.37825989723205566,0.1117091178894043,0.22799220857203056,worker1,worker1,worker1,0,0.37825989723205566,0.0,0.0
model_0,1,1,0.30423760414123535,9,9,1,0,0.9741332530975342,0.21776270866394043,0.08647489547729492,0.284234737258682,worker1,worker1,worker1,0,0.21776270866394043,0.0,0.0
model_0,2,1,0.7908930778503418,4,4,1,2,0.9076504707336426,0.6369521617889404,0.15394091606140137,0.19464188064436583,worker1->worker2,worker1,worker2,0,0.3691713809967041,0.26778078079223633,0.0
model_0,3,1,0.84963059425354,7,7,1,2,0.9580668210983276,0.6970231533050537,0.15260744094848633,0.1796162261347976,worker1->worker2,worker1,worker2,0,0.36759185791015625,0.32943129539489746,0.0
model_0,4,1,1.2232847213745117,2,2,1,3,0.6928936243057251,1.0366754531860352,0.18660926818847656,0.15254769795440423,worker1->worker2->worker3,worker1,worker3,0,0.3665797710418701,0.359821081161499,0.310274600982666
model_0,5,1,0.45281386375427246,1,8,0,1,0.9970308542251587,0.36626577377319336,0.0865480899810791,0.19113392258688874,worker1,worker1,worker1,0,0.36626577377319336,0.0,0.0
model_0,6,1,0.29850196838378906,0,0,1,0,0.9674277901649475,0.21399211883544922,0.08450984954833984,0.2831132069443646,worker1,worker1,worker1,0,0.21399211883544922,0.0,0.0
model_0,7,1,0.3004915714263916,6,6,1,0,0.7350977659225464,0.2176194190979004,0.08287215232849121,0.27578860842954317,worker1,worker1,worker1,0,0.2176194190979004,0.0,0.0
model_0,8,1,0.2983393669128418,0,0,1,0,0.9952982068061829,0.2150719165802002,0.0832674503326416,0.27910312740245147,worker1,worker1,worker1,0,0.2150719165802002,0.0,0.0
model_0,9,1,0.3005411624908447,1,1,1,0,0.9994612336158752,0.21880316734313965,0.08173799514770508,0.27196938505950924,worker1,worker1,worker1,0,0.21880316734313965,0.0,0.0
model_0,10,1,0.30365705490112305,8,8,1,0,0.9978577494621277,0.2212693691253662,0.08238768577575684,0.271318200733337,worker1,worker1,worker1,0,0.2212693691253662,0.0,0.0
model_0,11,1,0.44946932792663574,6,6,1,1,0.5111022591590881,0.3670334815979004,0.08243584632873535,0.18340705629237258,worker1,worker1,worker1,0,0.3670334815979004,0.0,0.0
model_0,12,1,0.3062312602996826,4,4,1,0,0.8170408010482788,0.22245573997497559,0.08377552032470703,0.27356945937760574,worker1,worker1,worker1,0,0.22245573997497559,0.0,0.0
model_0,13,1,0.3111758232116699,6,6,1,0,0.8630709648132324,0.21840786933898926,0.09276795387268066,0.298120698822985,worker1,worker1,worker1,0,0.21840786933898926,0.0,0.0
model_0,14,1,0.30231523513793945,5,5,1,0,0.897756040096283,0.21770763397216797,0.08460760116577148,0.2798654891711527,worker1,worker1,worker1,0,0.21770763397216797,0.0,0.0
model_0,15,1,0.3028714656829834,0,0,1,0,0.9713948965072632,0.220259428024292,0.0826120376586914,0.27276269645408496,worker1,worker1,worker1,0,0.220259428024292,0.0,0.0
model_0,16,1,0.3047349452972412,0,0,1,0,0.9685707092285156,0.22049379348754883,0.08424115180969238,0.27644073352835463,worker1,worker1,worker1,0,0.22049379348754883,0.0,0.0
model_0,17,1,0.30951380729675293,1,1,1,0,0.9888079762458801,0.21923255920410156,0.09028124809265137,0.29168730429557965,worker1,worker1,worker1,0,0.21923255920410156,0.0,0.0
model_0,18,1,0.3013608455657959,8,8,1,0,0.9975780844688416,0.21795415878295898,0.08340668678283691,0.2767668328851526,worker1,worker1,worker1,0,0.21795415878295898,0.0,0.0
model_0,19,1,0.4510822296142578,7,7,1,1,0.9669118523597717,0.36734747886657715,0.08373475074768066,0.18563079024258236,worker1,worker1,worker1,0,0.36734747886657715,0.0,0.0
model_0,20,1,0.30483317375183105,9,9,1,0,0.9990807771682739,0.21935415267944336,0.0854790210723877,0.28041246305422574,worker1,worker1,worker1,0,0.21935415267944336,0.0,0.0
model_0,21,1,0.4592123031616211,2,2,1,1,0.892536997795105,0.3686096668243408,0.09060263633728027,0.1973001065378521,worker1,worker1,worker1,0,0.3686096668243408,0.0,0.0
model_0,22,1,0.45546793937683105,2,2,1,1,0.9461506009101868,0.3693852424621582,0.08608269691467285,0.18899836733283745,worker1,worker1,worker1,0,0.3693852424621582,0.0,0.0
model_0,23,1,0.30458569526672363,9,9,1,0,0.9993879795074463,0.21899056434631348,0.08559513092041016,0.28102150642844564,worker1,worker1,worker1,0,0.21899056434631348,0.0,0.0
model_0,24,1,0.3095250129699707,7,7,1,0,0.9736049771308899,0.21920990943908691,0.09031510353088379,0.29178612308028856,worker1,worker1,worker1,0,0.21920990943908691,0.0,0.0
model_0,25,1,0.30992627143859863,1,1,1,0,0.9990953207015991,0.22098159790039062,0.08894467353820801,0.2869865569167452,worker1,worker1,worker1,0,0.22098159790039062,0.0,0.0
model_0,26,1,0.45772624015808105,0,0,1,1,0.8765027523040771,0.3738985061645508,0.08382773399353027,0.18313945463248818,worker1,worker1,worker1,0,0.3738985061645508,0.0,0.0
model_0,27,1,1.2148432731628418,2,2,1,3,0.3687599003314972,1.0325393676757812,0.18230390548706055,0.15006372386820954,worker1->worker2->worker3,worker1,worker3,0,0.3735530376434326,0.37682485580444336,0.2821614742279053
model_0,28,1,0.4566376209259033,1,1,1,1,0.8889773488044739,0.37146830558776855,0.08516931533813477,0.1865140133776994,worker1,worker1,worker1,0,0.37146830558776855,0.0,0.0
model_0,29,1,0.30554628372192383,1,1,1,0,0.9999897480010986,0.22045660018920898,0.08508968353271484,0.2784837782879223,worker1,worker1,worker1,0,0.22045660018920898,0.0,0.0
model_0,30,1,0.4544515609741211,2,3,0,1,0.9752145409584045,0.36740565299987793,0.08704590797424316,0.19154056328392724,worker1,worker1,worker1,0,0.36740565299987793,0.0,0.0
model_0,31,1,0.9483730792999268,7,7,1,2,0.9009189605712891,0.796396017074585,0.1519770622253418,0.16025029130680168,worker1->worker2,worker1,worker2,0,0.36963868141174316,0.4267573356628418,0.0
model_0,32,1,0.3081226348876953,8,0,0,0,0.9380125999450684,0.22351837158203125,0.08460426330566406,0.27457983843511097,worker1,worker1,worker1,0,0.22351837158203125,0.0,0.0
model_0,33,1,0.30269336700439453,4,4,1,0,0.8921220898628235,0.21898341178894043,0.0837099552154541,0.2765503454664033,worker1,worker1,worker1,0,0.21898341178894043,0.0,0.0
model_0,34,1,0.31240248680114746,3,5,0,0,0.788222074508667,0.22235965728759766,0.0900428295135498,0.2882269934389622,worker1,worker1,worker1,0,0.22235965728759766,0.0,0.0
model_0,35,1,0.3078770637512207,9,9,1,0,0.8353943228721619,0.2239983081817627,0.08387875556945801,0.2724423656230398,worker1,worker1,worker1,0,0.2239983081817627,0.0,0.0
model_0,36,1,0.31265687942504883,5,3,0,0,0.679963231086731,0.224365234375,0.08829164505004883,0.2823914996286349,worker1,worker1,worker1,0,0.224365234375,0.0,0.0
model_0,37,1,0.30735182762145996,4,2,0,0,0.9385468363761902,0.22426676750183105,0.0830850601196289,0.270325576921436,worker1,worker1,worker1,0,0.22426676750183105,0.0,0.0
model_0,38,1,0.3034188747406006,2,2,1,0,0.684216320514679,0.21869754791259766,0.08472132682800293,0.27922233546094666,worker1,worker1,worker1,0,0.21869754791259766,0.0,0.0
model_0,39,1,0.30927395820617676,4,4,1,0,0.9952996969223022,0.22092008590698242,0.08835387229919434,0.28568157762669893,worker1,worker1,worker1,0,0.22092008590698242,0.0,0.0
model_0,40,1,1.022195816040039,2,2,1,2,0.7148045897483826,0.825145959854126,0.19704985618591309,0.19277114335028223,worker1->worker2,worker1,worker2,0,0.37018561363220215,0.45496034622192383,0.0
model_0,41,1,0.3092684745788574,7,7,1,0,0.9984331727027893,0.22424840927124023,0.08502006530761719,0.27490698954490017,worker1,worker1,worker1,0,0.22424840927124023,0.0,0.0
