model_instance_id,sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,remote_compute_time_sec,communication_overhead_sec,communication_overhead_ratio,path,entry_worker_id,terminal_worker_id,assigned_partition_id,worker1_compute_time_sec,worker2_compute_time_sec,worker3_compute_time_sec
model_0,0,1,0.3401479721069336,1,1,1,0,0.9858227372169495,0.17833757400512695,0.16181039810180664,0.47570590263856605,worker1,worker1,worker1,0,0.17833757400512695,0.0,0.0
model_0,1,1,0.2742183208465576,4,4,1,0,0.9429560899734497,0.1907961368560791,0.08342218399047852,0.3042181271219966,worker1,worker1,worker1,0,0.1907961368560791,0.0,0.0
model_0,2,1,0.276200532913208,0,0,1,0,0.826339840888977,0.18172049522399902,0.09448003768920898,0.3420704395197455,worker1,worker1,worker1,0,0.18172049522399902,0.0,0.0
model_0,3,1,0.2611393928527832,9,9,1,0,0.9215667843818665,0.18325495719909668,0.07788443565368652,0.2982485131900177,worker1,worker1,worker1,0,0.18325495719909668,0.0,0.0
model_0,4,1,0.26117372512817383,6,6,1,0,0.998955488204956,0.18341946601867676,0.07775425910949707,0.2977108783486483,worker1,worker1,worker1,0,0.18341946601867676,0.0,0.0
model_0,5,1,0.2617461681365967,3,3,1,0,0.8668426275253296,0.18401026725769043,0.07773590087890625,0.29698964241699405,worker1,worker1,worker1,0,0.18401026725769043,0.0,0.0
model_0,6,1,0.4185638427734375,7,7,1,1,0.9645642638206482,0.2728602886199951,0.14570355415344238,0.3481035370566148,worker1,worker1,worker1,0,0.2728602886199951,0.0,0.0
model_0,7,1,0.40027642250061035,4,2,0,1,0.954650342464447,0.2723574638366699,0.12791895866394043,0.3195765512862436,worker1,worker1,worker1,0,0.2723574638366699,0.0,0.0
model_0,8,1,0.3744008541107178,8,8,1,0,0.9935228824615479,0.2245469093322754,0.14985394477844238,0.4002500078008038,worker1,worker1,worker1,0,0.2245469093322754,0.0,0.0
model_0,9,1,0.2884666919708252,2,2,1,0,0.7787505388259888,0.19498801231384277,0.09347867965698242,0.32405363343105353,worker1,worker1,worker1,0,0.19498801231384277,0.0,0.0
model_0,10,1,0.25679612159729004,0,0,1,0,0.6300033926963806,0.17806577682495117,0.07873034477233887,0.30658696978221694,worker1,worker1,worker1,0,0.17806577682495117,0.0,0.0
model_0,11,1,0.5165841579437256,0,6,0,2,0.7971165776252747,0.3669111728668213,0.1496729850769043,0.2897359177112222,worker1->worker3,worker1,worker3,0,0.2715342044830322,0.0,0.09537696838378906
model_0,12,1,0.27478885650634766,3,3,1,0,0.8861529231071472,0.19419479370117188,0.08059406280517578,0.29329450920916095,worker1,worker1,worker1,0,0.19419479370117188,0.0,0.0
model_0,13,1,0.2639636993408203,0,0,1,0,0.9536417722702026,0.1845235824584961,0.07944011688232422,0.30095091514744243,worker1,worker1,worker1,0,0.1845235824584961,0.0,0.0
model_0,14,1,0.2626492977142334,6,6,1,0,0.9431561231613159,0.18519067764282227,0.07745862007141113,0.2949127248597761,worker1,worker1,worker1,0,0.18519067764282227,0.0,0.0
model_0,15,1,0.26253795623779297,9,9,1,0,0.9875515103340149,0.1849818229675293,0.07755613327026367,0.29540922151468807,worker1,worker1,worker1,0,0.1849818229675293,0.0,0.0
model_0,16,1,0.2612769603729248,0,0,1,0,0.6908971667289734,0.18389678001403809,0.07738018035888672,0.2961615147713015,worker1,worker1,worker1,0,0.18389678001403809,0.0,0.0
model_0,17,1,0.2609059810638428,1,1,1,0,0.7489143013954163,0.1834259033203125,0.07748007774353027,0.2969655100569395,worker1,worker1,worker1,0,0.1834259033203125,0.0,0.0
model_0,18,1,0.26433753967285156,2,2,1,0,0.9920268654823303,0.18452763557434082,0.07980990409851074,0.3019242147645195,worker1,worker1,worker1,0,0.18452763557434082,0.0,0.0
model_0,19,1,0.3522176742553711,3,4,0,1,0.9724265933036804,0.27326369285583496,0.07895398139953613,0.2241624630747278,worker1,worker1,worker1,0,0.27326369285583496,0.0,0.0
model_0,20,1,0.26543211936950684,6,6,1,0,0.7180558443069458,0.18245387077331543,0.0829782485961914,0.3126157030026866,worker1,worker1,worker1,0,0.18245387077331543,0.0,0.0
model_0,21,1,0.2660861015319824,8,8,1,0,0.9649199843406677,0.18480658531188965,0.08127951622009277,0.30546321567390594,worker1,worker1,worker1,0,0.18480658531188965,0.0,0.0
model_0,22,1,0.35558032989501953,4,4,1,1,0.9933350086212158,0.2729685306549072,0.0826117992401123,0.23232949714766946,worker1,worker1,worker1,0,0.2729685306549072,0.0,0.0
model_0,23,1,0.26248860359191895,3,3,1,0,0.7594226002693176,0.1788771152496338,0.08361148834228516,0.31853378469822163,worker1,worker1,worker1,0,0.1788771152496338,0.0,0.0
