model_instance_id,sample_index,batch_size,latency_sec,predicted_class,true_class,correct,exit_id,confidence,remote_compute_time_sec,communication_overhead_sec,communication_overhead_ratio,path,entry_worker_id,terminal_worker_id,assigned_partition_id,worker1_compute_time_sec,worker2_compute_time_sec,worker3_compute_time_sec
model_0,0,1,0.4218258857727051,7,7,1,0,0.7804400324821472,0.2439422607421875,0.17788362503051758,0.4216991679035261,worker1,worker1,worker1,0,0.2439422607421875,0.0,0.0
model_0,1,1,0.37506532669067383,0,0,1,1,0.9822491407394409,0.27899909019470215,0.09606623649597168,0.25613201130479335,worker1,worker1,worker1,0,0.27899909019470215,0.0,0.0
model_0,2,1,0.35359978675842285,3,3,1,1,0.9507941603660583,0.2712216377258301,0.08237814903259277,0.2329700189804498,worker1,worker1,worker1,0,0.2712216377258301,0.0,0.0
model_0,3,1,0.2627222537994385,7,4,0,0,0.7605425715446472,0.17960786819458008,0.0831143856048584,0.3163583762048103,worker1,worker1,worker1,0,0.17960786819458008,0.0,0.0
model_0,4,1,0.2692220211029053,0,0,1,0,0.9800302386283875,0.18835091590881348,0.0808711051940918,0.3003881512470344,worker1,worker1,worker1,0,0.18835091590881348,0.0,0.0
model_0,5,1,0.2658116817474365,6,6,1,0,0.7475844621658325,0.18222737312316895,0.08358430862426758,0.31444934276321984,worker1,worker1,worker1,0,0.18222737312316895,0.0,0.0
model_0,6,1,0.26743555068969727,8,8,1,0,0.7390077710151672,0.18532395362854004,0.08211159706115723,0.3070332154771393,worker1,worker1,worker1,0,0.18532395362854004,0.0,0.0
model_0,7,1,0.26449060440063477,8,8,1,0,0.8295285105705261,0.18250083923339844,0.08198976516723633,0.30999122011549063,worker1,worker1,worker1,0,0.18250083923339844,0.0,0.0
model_0,8,1,0.8682923316955566,4,0,0,3,0.7537333369255066,0.6123042106628418,0.25598812103271484,0.294817899097225,worker1->worker2->worker3,worker1,worker3,0,0.2735593318939209,0.15949606895446777,0.17924880981445312
model_0,9,1,0.268186092376709,0,2,0,0,0.7383258938789368,0.18525981903076172,0.08292627334594727,0.3092116843608148,worker1,worker1,worker1,0,0.18525981903076172,0.0,0.0
model_0,10,1,0.2663846015930176,4,4,1,0,0.897835373878479,0.1826937198638916,0.08369088172912598,0.31417312122638724,worker1,worker1,worker1,0,0.1826937198638916,0.0,0.0
model_0,11,1,0.26870131492614746,6,6,1,0,0.8476881384849548,0.18784546852111816,0.0808558464050293,0.300913474975932,worker1,worker1,worker1,0,0.18784546852111816,0.0,0.0
model_0,12,1,0.2636122703552246,5,5,1,0,0.9447948932647705,0.18252134323120117,0.08109092712402344,0.3076143876563532,worker1,worker1,worker1,0,0.18252134323120117,0.0,0.0
model_0,13,1,0.268648624420166,5,5,1,0,0.9725508689880371,0.18655014038085938,0.08209848403930664,0.3055980063791607,worker1,worker1,worker1,0,0.18655014038085938,0.0,0.0
model_0,14,1,0.3581669330596924,9,1,0,1,0.6816838979721069,0.27477288246154785,0.08339405059814453,0.23283570564635572,worker1,worker1,worker1,0,0.27477288246154785,0.0,0.0
model_0,15,1,0.2625248432159424,7,7,1,0,0.77278071641922,0.17986249923706055,0.08266234397888184,0.31487436756942316,worker1,worker1,worker1,0,0.17986249923706055,0.0,0.0
