sample_index,batch_size,inference_time_sec,predicted_class,true_class,correct,exit_id,confidence,remote_compute_time_sec,communication_overhead_sec,communication_overhead_ratio,path,worker1_compute_time_sec,worker2_compute_time_sec,worker3_compute_time_sec
0,1,0.3822050094604492,3,5,0,1,0.9791163802146912,0.2934908866882324,0.0887141227722168,0.2321113553625387,worker1,0.2934908866882324,0.0,0.0
1,1,0.35281801223754883,6,6,1,1,0.9826157093048096,0.2699604034423828,0.08285760879516602,0.2348451777438699,worker1,0.2699604034423828,0.0,0.0
2,1,0.2610745429992676,9,9,1,0,0.9836657643318176,0.17817044258117676,0.08290410041809082,0.31754953763654925,worker1,0.17817044258117676,0.0,0.0
3,1,0.3569777011871338,4,4,1,1,0.8098016381263733,0.27393031120300293,0.08304738998413086,0.23264027335028414,worker1,0.27393031120300293,0.0,0.0
4,1,0.7110075950622559,4,3,0,3,0.7334305047988892,0.5177812576293945,0.19322633743286133,0.2717640975634619,worker1->worker2->worker3,0.2691316604614258,0.10808134078979492,0.14056825637817383
5,1,0.2638845443725586,9,9,1,0,0.9548493027687073,0.18074369430541992,0.08314085006713867,0.3150652504671073,worker1,0.18074369430541992,0.0,0.0
6,1,0.36214351654052734,4,3,0,1,0.5265139937400818,0.2792022228240967,0.08294129371643066,0.22902879639748772,worker1,0.2792022228240967,0.0,0.0
7,1,0.26189112663269043,4,2,0,0,0.8505160212516785,0.17919158935546875,0.08269953727722168,0.3157783096378446,worker1,0.17919158935546875,0.0,0.0
8,1,0.266481876373291,9,9,1,0,0.9909571409225464,0.18440771102905273,0.08207416534423828,0.3079915469721018,worker1,0.18440771102905273,0.0,0.0
9,1,0.3582923412322998,1,1,1,1,0.9232379198074341,0.27504515647888184,0.08324718475341797,0.23234430428264286,worker1,0.27504515647888184,0.0,0.0
10,1,0.3505423069000244,6,6,1,1,0.671451210975647,0.26828622817993164,0.08225607872009277,0.2346537838685258,worker1,0.26828622817993164,0.0,0.0
11,1,0.3521382808685303,4,4,1,1,0.8266454339027405,0.2691071033477783,0.08303117752075195,0.23579139795866552,worker1,0.2691071033477783,0.0,0.0
12,1,0.26450347900390625,9,9,1,0,0.8258729577064514,0.18156647682189941,0.08293700218200684,0.31355732066110936,worker1,0.18156647682189941,0.0,0.0
13,1,0.3559579849243164,3,4,0,1,0.5163466334342957,0.2730977535247803,0.08286023139953613,0.23278093176405026,worker1,0.2730977535247803,0.0,0.0
14,1,0.2633860111236572,8,8,1,0,0.9456926584243774,0.18082833290100098,0.08255767822265625,0.3134474677316716,worker1,0.18082833290100098,0.0,0.0
15,1,0.35973334312438965,1,1,1,1,0.7675718069076538,0.2766692638397217,0.08306407928466797,0.23090458772387365,worker1,0.2766692638397217,0.0,0.0
16,1,0.26219940185546875,3,3,1,0,0.7394968271255493,0.17881226539611816,0.08338713645935059,0.3180294686763465,worker1,0.17881226539611816,0.0,0.0
17,1,0.26874494552612305,8,0,0,0,0.5518804788589478,0.18575763702392578,0.08298730850219727,0.30879579275335833,worker1,0.18575763702392578,0.0,0.0
18,1,0.2661287784576416,7,7,1,0,0.5966354012489319,0.18311834335327148,0.08301043510437012,0.31191829604246457,worker1,0.18311834335327148,0.0,0.0
19,1,0.26845598220825195,9,9,1,0,0.986625075340271,0.18566036224365234,0.08279561996459961,0.3084141365878439,worker1,0.18566036224365234,0.0,0.0
20,1,0.2688107490539551,0,0,1,0,0.7010943293571472,0.18591094017028809,0.08289980888366699,0.3083946946891902,worker1,0.18591094017028809,0.0,0.0
21,1,0.26674699783325195,7,7,1,0,0.9114529490470886,0.1840505599975586,0.08269643783569336,0.31001825140460737,worker1,0.1840505599975586,0.0,0.0
22,1,0.35843420028686523,9,9,1,1,0.8308514952659607,0.2753582000732422,0.08307600021362305,0.23177475851114354,worker1,0.2753582000732422,0.0,0.0
23,1,0.35259342193603516,6,0,0,1,0.9783908724784851,0.2696988582611084,0.08289456367492676,0.23509957508499651,worker1,0.2696988582611084,0.0,0.0
24,1,0.26311469078063965,0,0,1,0,0.8376890420913696,0.18041276931762695,0.0827019214630127,0.3143189048762078,worker1,0.18041276931762695,0.0,0.0
25,1,0.3590843677520752,6,6,1,1,0.8685495853424072,0.2762935161590576,0.08279085159301758,0.23056100189295728,worker1,0.2762935161590576,0.0,0.0
26,1,0.35246920585632324,0,0,1,1,0.9737575650215149,0.26944613456726074,0.0830230712890625,0.23554702058966573,worker1,0.26944613456726074,0.0,0.0
27,1,0.5146937370300293,0,0,1,2,0.8637033104896545,0.37004709243774414,0.14464664459228516,0.2810343981004103,worker1->worker2,0.27026820182800293,0.09977889060974121,0.0
28,1,0.6633930206298828,5,5,1,3,0.601130485534668,0.48665833473205566,0.17673468589782715,0.26641022802745185,worker1->worker2->worker3,0.2734057903289795,0.0708003044128418,0.14245223999023438
29,1,0.2667088508605957,1,1,1,0,0.8420365452766418,0.18384861946105957,0.08286023139953613,0.3106767215717404,worker1,0.18384861946105957,0.0,0.0
30,1,0.2678046226501465,1,1,1,0,0.9590907096862793,0.18482518196105957,0.08297944068908691,0.3098506660114275,worker1,0.18482518196105957,0.0,0.0
31,1,0.2660858631134033,4,4,1,0,0.7561643123626709,0.18277621269226074,0.08330965042114258,0.31309311004484586,worker1,0.18277621269226074,0.0,0.0
32,1,0.2678532600402832,7,7,1,0,0.860777735710144,0.18468403816223145,0.08316922187805176,0.31050292934849366,worker1,0.18468403816223145,0.0,0.0
33,1,0.4943850040435791,5,2,0,2,0.7666460871696472,0.3561677932739258,0.13821721076965332,0.27957403569924977,worker1->worker2,0.2782018184661865,0.07796597480773926,0.0
34,1,0.2682619094848633,4,4,1,0,0.9187469482421875,0.18314862251281738,0.0851132869720459,0.3172768252320534,worker1,0.18314862251281738,0.0,0.0
35,1,0.2668905258178711,6,6,1,0,0.7476658225059509,0.1836545467376709,0.0832359790802002,0.31187311286201785,worker1,0.1836545467376709,0.0,0.0
36,1,0.3614375591278076,0,0,1,1,0.8005309104919434,0.27837300300598145,0.08306455612182617,0.2298171676520585,worker1,0.27837300300598145,0.0,0.0
37,1,0.26290369033813477,2,2,1,0,0.8880842924118042,0.1800384521484375,0.08286523818969727,0.31519237361453456,worker1,0.1800384521484375,0.0,0.0
38,1,0.26734185218811035,1,1,1,0,0.9976773858070374,0.18490982055664062,0.08243203163146973,0.3083394199478647,worker1,0.18490982055664062,0.0,0.0
39,1,0.2712898254394531,8,8,1,0,0.8618020415306091,0.18903255462646484,0.08225727081298828,0.30320809370474006,worker1,0.18903255462646484,0.0,0.0
40,1,0.2664296627044678,8,8,1,0,0.9788884520530701,0.1835341453552246,0.08289551734924316,0.3111347156611218,worker1,0.1835341453552246,0.0,0.0
41,1,0.2709658145904541,7,7,1,0,0.9752328991889954,0.18795466423034668,0.08301115036010742,0.3063528529810042,worker1,0.18795466423034668,0.0,0.0
42,1,0.26635193824768066,6,6,1,0,0.9698076248168945,0.18318676948547363,0.08316516876220703,0.3122378958807191,worker1,0.18318676948547363,0.0,0.0
43,1,0.2691354751586914,1,9,0,0,0.7742151618003845,0.18653559684753418,0.08259987831115723,0.30690817798156683,worker1,0.18653559684753418,0.0,0.0
44,1,0.3555593490600586,5,5,1,1,0.9992654919624329,0.27275586128234863,0.08280348777770996,0.23288232469939463,worker1,0.27275586128234863,0.0,0.0
45,1,0.704134464263916,0,1,0,3,0.8678345084190369,0.5238785743713379,0.18025588989257812,0.25599640273397634,worker1->worker2->worker3,0.2698829174041748,0.1096193790435791,0.14437627792358398
46,1,0.49039602279663086,5,5,1,2,0.9786990880966187,0.350571870803833,0.13982415199279785,0.2851249714371837,worker1->worker2,0.2731335163116455,0.0774383544921875,0.0
47,1,0.2673962116241455,3,5,0,0,0.5851868391036987,0.18444037437438965,0.08295583724975586,0.31023564898652833,worker1,0.18444037437438965,0.0,0.0
48,1,0.26564550399780273,4,4,1,0,0.9503822922706604,0.18270325660705566,0.08294224739074707,0.3122290652110307,worker1,0.18270325660705566,0.0,0.0
49,1,0.36005258560180664,1,1,1,1,0.9956747889518738,0.27701234817504883,0.08304023742675781,0.23063363727262493,worker1,0.27701234817504883,0.0,0.0
50,1,0.2644920349121094,0,0,1,0,0.9350411891937256,0.18158626556396484,0.08290576934814453,0.3134528016153458,worker1,0.18158626556396484,0.0,0.0
51,1,0.35946083068847656,5,5,1,1,0.9878219962120056,0.27646517753601074,0.08299565315246582,0.23088928213264281,worker1,0.27646517753601074,0.0,0.0
52,1,0.26291608810424805,5,5,1,0,0.872840404510498,0.1802060604095459,0.08271002769470215,0.31458716844253004,worker1,0.1802060604095459,0.0,0.0
53,1,0.2665581703186035,0,0,1,0,0.7081459760665894,0.18402504920959473,0.08253312110900879,0.309625178663108,worker1,0.18402504920959473,0.0,0.0
54,1,0.26847386360168457,5,5,1,0,0.9732699394226074,0.18564605712890625,0.08282780647277832,0.3085134819516882,worker1,0.18564605712890625,0.0,0.0
55,1,0.36061906814575195,4,2,0,1,0.8844645619392395,0.277559757232666,0.08305931091308594,0.23032423476707486,worker1,0.277559757232666,0.0,0.0
56,1,0.26164865493774414,5,7,0,0,0.7000274658203125,0.1789548397064209,0.08269381523132324,0.31604907447737174,worker1,0.1789548397064209,0.0,0.0
57,1,0.48593854904174805,8,8,1,2,0.9882510304450989,0.3466033935546875,0.13933515548706055,0.28673410611655337,worker1->worker2,0.2753458023071289,0.0712575912475586,0.0
58,1,0.619922399520874,2,1,0,3,0.49312588572502136,0.44881319999694824,0.17110919952392578,0.2760171267503364,worker1->worker2->worker3,0.2732119560241699,0.07502198219299316,0.10057926177978516
59,1,0.7084324359893799,3,7,0,3,0.5183281898498535,0.5268237590789795,0.1816086769104004,0.25635285411059705,worker1->worker2->worker3,0.27160096168518066,0.11152982711791992,0.1436929702758789
60,1,0.265277624130249,8,8,1,0,0.9964662790298462,0.18233752250671387,0.08294010162353516,0.3126539673124194,worker1,0.18233752250671387,0.0,0.0
